id_inquilino,variable1,variable2,variable3,variable4,variable5,variable6,variable7,variable8,variable9,variable10,variable11,variable12,variable13,variable14,variable15,variable16,variable17
6250,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,rock,si,salir,no
6251,mañana,nocturno,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,no,salir,si
6252,mañana,madrugador,primaria,no,no,si,sin mascotas,cocinar,no,no,si,si,ordenada,rock,no,casa,no
6253,mañana,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,no,relajada,reggaeton,no,salir,si
6254,mañana,madrugador,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
6255,noche,madrugador,universitaria,no,si,no,sin mascotas,pedir comida,si,si,no,si,relajada,rock,si,salir,si
6256,mañana,nocturno,secundaria,no,no,si,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,casa,no
6257,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,pop,no,casa,no
6258,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,no,no,si,relajada,reggaeton,si,casa,si
6259,noche,madrugador,universitaria,no,si,no,con mascotas,cocinar,si,si,si,si,ordenada,clasica,si,salir,si
6260,noche,nocturno,universitaria,no,no,no,con mascotas,pedir comida,si,no,si,si,ordenada,clasica,si,salir,si
6261,noche,madrugador,secundaria,si,si,si,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,salir,no
6262,noche,madrugador,secundaria,no,si,no,con mascotas,pedir comida,no,si,no,si,ordenada,reggaeton,si,salir,si
6263,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,si,ordenada,rock,no,casa,si
6264,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,no,no,si,si,relajada,clasica,si,salir,si
6265,mañana,madrugador,primaria,no,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
6266,noche,madrugador,secundaria,si,no,si,sin mascotas,pedir comida,si,si,no,no,ordenada,rock,no,casa,no
6267,mañana,madrugador,primaria,si,no,no,sin mascotas,pedir comida,no,no,no,no,ordenada,rock,no,casa,no
6268,mañana,nocturno,primaria,si,no,si,sin mascotas,pedir comida,si,no,no,no,ordenada,rock,no,casa,no
6269,mañana,madrugador,universitaria,no,no,si,sin mascotas,cocinar,no,no,si,no,ordenada,clasica,no,casa,si
6270,noche,nocturno,secundaria,si,si,no,con mascotas,pedir comida,no,no,si,si,relajada,reggaeton,si,salir,si
6271,mañana,madrugador,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,no,relajada,pop,no,casa,no
6272,mañana,madrugador,universitaria,no,no,si,con mascotas,cocinar,si,si,si,si,ordenada,rock,si,salir,si
6273,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
6274,noche,nocturno,universitaria,no,no,si,sin mascotas,pedir comida,no,si,si,si,relajada,clasica,si,casa,si
6275,mañana,madrugador,universitaria,si,si,si,sin mascotas,pedir comida,no,si,si,no,relajada,clasica,si,casa,no
6276,noche,madrugador,universitaria,si,no,no,sin mascotas,pedir comida,no,no,no,si,ordenada,pop,no,casa,no
6277,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,no,salir,si
6278,mañana,madrugador,primaria,si,si,no,sin mascotas,cocinar,no,si,no,no,relajada,clasica,no,casa,no
6279,noche,madrugador,primaria,no,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,rock,no,salir,si
6280,noche,nocturno,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
6281,mañana,madrugador,universitaria,si,no,si,con mascotas,cocinar,si,no,no,si,ordenada,reggaeton,no,casa,no
6282,noche,madrugador,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,si,relajada,clasica,no,salir,si
6283,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,si,casa,si
6284,mañana,nocturno,universitaria,si,no,si,sin mascotas,cocinar,no,no,si,no,ordenada,pop,si,salir,no
6285,noche,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,relajada,rock,no,casa,si
6286,noche,nocturno,secundaria,si,si,no,con mascotas,cocinar,si,si,si,si,relajada,reggaeton,no,casa,si
6287,mañana,madrugador,universitaria,si,no,si,con mascotas,cocinar,no,no,no,no,ordenada,pop,si,casa,no
6288,noche,madrugador,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,no,salir,si
6289,noche,madrugador,primaria,si,no,no,sin mascotas,cocinar,si,si,no,si,ordenada,rock,no,casa,no
6290,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,pop,si,casa,no
6291,mañana,nocturno,primaria,no,no,si,sin mascotas,cocinar,si,si,no,no,relajada,rock,si,salir,si
6292,noche,madrugador,primaria,si,no,si,con mascotas,cocinar,no,si,si,si,ordenada,rock,si,casa,no
6293,mañana,madrugador,secundaria,si,no,si,sin mascotas,cocinar,no,no,no,no,relajada,rock,si,casa,no
6294,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
6295,noche,nocturno,primaria,si,no,si,sin mascotas,cocinar,si,si,si,no,ordenada,rock,no,casa,no
6296,noche,nocturno,primaria,no,no,no,sin mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
6297,mañana,nocturno,universitaria,si,no,no,sin mascotas,pedir comida,no,no,no,si,ordenada,pop,no,casa,no
6298,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,pop,no,casa,si
6299,noche,nocturno,secundaria,no,no,no,con mascotas,cocinar,no,no,si,si,relajada,reggaeton,si,salir,si
6300,noche,nocturno,primaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,no
6301,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,si,si,no,no,ordenada,rock,no,casa,no
6302,noche,madrugador,universitaria,no,si,no,con mascotas,cocinar,si,si,si,si,relajada,clasica,si,salir,si
6303,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,no,relajada,reggaeton,si,salir,si
6304,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,no,casa,si
6305,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
6306,noche,nocturno,secundaria,si,no,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,no,salir,si
6307,mañana,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,si,no,si,relajada,clasica,si,salir,si
6308,mañana,nocturno,universitaria,no,no,no,con mascotas,cocinar,si,si,si,si,relajada,reggaeton,si,casa,si
6309,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,si,no,no,no,ordenada,clasica,no,casa,no
6310,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,si,no,ordenada,rock,no,casa,no
6311,mañana,madrugador,primaria,si,no,si,con mascotas,pedir comida,no,no,no,no,relajada,rock,no,casa,no
6312,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,si,si,no,no,relajada,pop,no,casa,no
6313,mañana,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,no,ordenada,reggaeton,si,salir,si
6314,noche,nocturno,universitaria,no,si,si,sin mascotas,pedir comida,si,si,si,no,relajada,clasica,si,salir,no
6315,noche,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,si,no,no,si,ordenada,pop,si,salir,no
6316,mañana,nocturno,secundaria,no,no,no,con mascotas,pedir comida,si,si,no,no,relajada,reggaeton,si,salir,no
6317,mañana,madrugador,universitaria,si,no,no,sin mascotas,pedir comida,si,no,no,no,ordenada,pop,si,casa,no
6318,noche,madrugador,universitaria,no,si,si,sin mascotas,cocinar,si,no,no,no,ordenada,pop,no,casa,si
6319,mañana,nocturno,universitaria,si,no,no,con mascotas,pedir comida,si,si,no,si,relajada,clasica,si,salir,si
6320,noche,nocturno,universitaria,si,no,no,sin mascotas,pedir comida,si,no,si,si,ordenada,clasica,si,salir,si
6321,mañana,madrugador,secundaria,si,no,si,con mascotas,cocinar,no,no,no,no,ordenada,clasica,no,salir,no
6322,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
6323,mañana,madrugador,universitaria,no,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,pop,no,casa,no
6324,noche,nocturno,secundaria,no,no,no,con mascotas,pedir comida,no,no,si,si,relajada,reggaeton,no,salir,no
6325,noche,nocturno,universitaria,no,si,no,sin mascotas,pedir comida,si,si,si,si,ordenada,rock,si,salir,si
6326,mañana,madrugador,universitaria,no,si,si,con mascotas,cocinar,si,si,si,si,relajada,rock,si,salir,si
6327,mañana,nocturno,secundaria,no,no,no,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,no,casa,si
6328,noche,nocturno,primaria,no,si,si,sin mascotas,pedir comida,no,si,si,no,relajada,clasica,si,casa,si
6329,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,si,si,si,si,ordenada,rock,no,casa,si
6330,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,no,no,no,si,ordenada,pop,no,salir,si
6331,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,si,no,no,no,ordenada,rock,no,salir,no
6332,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,no,no,no,no,ordenada,pop,no,salir,no
6333,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,no,no,si,si,relajada,reggaeton,si,salir,si
6334,mañana,madrugador,primaria,no,no,si,con mascotas,cocinar,si,si,si,si,ordenada,rock,si,salir,no
6335,mañana,madrugador,primaria,si,si,si,sin mascotas,cocinar,no,si,si,no,ordenada,rock,no,casa,no
6336,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
6337,mañana,nocturno,secundaria,si,no,si,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,casa,si
6338,noche,nocturno,primaria,no,no,si,con mascotas,cocinar,si,no,no,no,ordenada,rock,no,casa,si
6339,mañana,madrugador,universitaria,si,no,no,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
6340,noche,madrugador,secundaria,no,si,no,sin mascotas,pedir comida,si,si,si,si,relajada,reggaeton,no,casa,si
6341,noche,madrugador,secundaria,si,no,no,con mascotas,pedir comida,no,no,si,si,relajada,reggaeton,no,salir,si
6342,noche,madrugador,primaria,si,no,si,con mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
6343,noche,nocturno,secundaria,si,si,si,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,no,casa,si
6344,noche,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
6345,mañana,nocturno,universitaria,si,no,no,sin mascotas,cocinar,no,si,no,no,ordenada,pop,no,casa,no
6346,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,pop,no,casa,si
6347,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,si,no,ordenada,reggaeton,no,casa,no
6348,noche,madrugador,primaria,si,no,si,con mascotas,cocinar,no,no,no,no,ordenada,rock,si,casa,no
6349,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
6350,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,no,si,si,si,ordenada,clasica,si,salir,no
6351,noche,nocturno,primaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,pop,si,salir,si
6352,noche,nocturno,secundaria,no,si,si,sin mascotas,pedir comida,no,si,si,si,relajada,reggaeton,si,casa,si
6353,noche,madrugador,primaria,no,si,no,con mascotas,pedir comida,si,si,si,no,relajada,clasica,no,salir,si
6354,mañana,madrugador,universitaria,si,no,no,sin mascotas,cocinar,no,no,si,no,relajada,pop,si,casa,no
6355,noche,nocturno,secundaria,si,si,no,con mascotas,pedir comida,si,no,si,si,relajada,clasica,no,salir,si
6356,mañana,nocturno,universitaria,no,no,no,con mascotas,pedir comida,no,si,no,no,ordenada,pop,no,casa,no
6357,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,si,no,si,no,ordenada,rock,si,casa,no
6358,noche,nocturno,universitaria,no,si,si,con mascotas,cocinar,no,si,si,si,relajada,clasica,no,salir,si
6359,mañana,madrugador,universitaria,si,no,no,sin mascotas,cocinar,no,si,no,no,ordenada,pop,no,casa,no
6360,noche,nocturno,secundaria,no,no,no,con mascotas,cocinar,si,si,no,si,relajada,reggaeton,si,salir,no
6361,noche,nocturno,secundaria,no,no,si,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,casa,si
6362,mañana,madrugador,universitaria,si,si,si,con mascotas,pedir comida,no,no,no,no,ordenada,pop,si,salir,no
6363,noche,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
6364,mañana,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,no,si,si,ordenada,clasica,si,salir,si
6365,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,reggaeton,no,casa,no
6366,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,no,si,si,si,relajada,reggaeton,si,casa,si
6367,mañana,nocturno,universitaria,no,si,no,sin mascotas,cocinar,si,si,si,si,relajada,clasica,no,casa,si
6368,noche,madrugador,secundaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,rock,si,casa,no
6369,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,no,casa,si
6370,mañana,madrugador,universitaria,si,no,si,con mascotas,pedir comida,no,no,no,si,ordenada,pop,no,casa,si
6371,noche,nocturno,secundaria,no,si,no,con mascotas,cocinar,si,si,si,si,relajada,reggaeton,no,casa,no
6372,mañana,madrugador,secundaria,si,si,si,sin mascotas,pedir comida,si,no,no,no,relajada,pop,no,casa,no
6373,mañana,madrugador,universitaria,no,no,no,sin mascotas,pedir comida,no,si,no,no,relajada,pop,no,casa,no
6374,noche,madrugador,universitaria,no,si,si,sin mascotas,pedir comida,no,no,no,no,relajada,reggaeton,si,casa,no
6375,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,no,relajada,pop,si,casa,si
6376,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,no,relajada,pop,si,casa,no
6377,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
6378,mañana,madrugador,universitaria,si,no,no,con mascotas,cocinar,no,si,no,no,ordenada,pop,no,casa,no
6379,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,no,si,no,relajada,rock,si,casa,si
6380,noche,nocturno,secundaria,si,no,no,sin mascotas,pedir comida,si,si,si,si,relajada,reggaeton,no,salir,si
6381,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,no,si,si,relajada,pop,si,salir,si
6382,mañana,madrugador,primaria,si,si,si,sin mascotas,cocinar,no,no,no,no,relajada,rock,no,casa,no
6383,mañana,nocturno,secundaria,si,si,no,con mascotas,cocinar,si,si,si,si,relajada,reggaeton,si,casa,si
6384,noche,nocturno,secundaria,no,no,no,con mascotas,pedir comida,si,si,no,no,relajada,reggaeton,si,casa,si
6385,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,rock,si,casa,si
6386,mañana,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,no,salir,si
6387,mañana,nocturno,universitaria,si,no,si,sin mascotas,cocinar,no,no,si,si,ordenada,pop,no,casa,no
6388,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,clasica,si,salir,si
6389,noche,madrugador,primaria,si,no,si,sin mascotas,pedir comida,no,si,no,si,ordenada,clasica,si,casa,si
6390,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,no,si,si,ordenada,reggaeton,si,salir,si
6391,mañana,nocturno,secundaria,si,no,si,sin mascotas,pedir comida,no,si,no,si,ordenada,rock,no,casa,no
6392,noche,nocturno,secundaria,si,si,si,con mascotas,cocinar,no,no,no,si,relajada,reggaeton,no,salir,si
6393,noche,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
6394,noche,nocturno,universitaria,no,si,no,con mascotas,cocinar,si,si,si,si,relajada,reggaeton,si,salir,si
6395,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,no,no,no,si,ordenada,rock,no,casa,no
6396,noche,madrugador,primaria,si,si,no,sin mascotas,pedir comida,no,si,si,si,relajada,reggaeton,si,salir,si
6397,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,si,ordenada,clasica,si,salir,si
6398,noche,nocturno,primaria,si,no,si,sin mascotas,cocinar,si,no,no,si,relajada,rock,si,casa,no
6399,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
6400,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
6401,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,no,si,si,si,relajada,clasica,si,salir,si
6402,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,no,si,no,si,relajada,clasica,si,casa,si
6403,mañana,nocturno,primaria,si,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,rock,no,casa,no
6404,mañana,nocturno,secundaria,no,si,no,sin mascotas,pedir comida,si,no,si,si,relajada,reggaeton,si,salir,si
6405,noche,nocturno,universitaria,no,si,no,sin mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
6406,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
6407,mañana,nocturno,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,relajada,pop,no,casa,no
6408,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,no,si,si,si,relajada,reggaeton,si,casa,si
6409,noche,nocturno,universitaria,no,si,no,sin mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
6410,mañana,nocturno,primaria,si,no,si,con mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
6411,noche,madrugador,universitaria,si,no,si,con mascotas,pedir comida,si,no,no,no,ordenada,pop,no,casa,no
6412,noche,nocturno,universitaria,no,si,no,con mascotas,cocinar,no,si,si,si,ordenada,clasica,no,salir,no
6413,mañana,nocturno,primaria,no,si,no,sin mascotas,pedir comida,si,no,si,si,relajada,reggaeton,si,salir,si
6414,noche,madrugador,secundaria,no,no,si,sin mascotas,cocinar,no,no,no,no,relajada,pop,no,casa,no
6415,noche,madrugador,primaria,no,no,si,con mascotas,cocinar,no,no,no,si,ordenada,pop,no,casa,si
6416,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,no,si,no,no,ordenada,rock,no,casa,no
6417,noche,madrugador,universitaria,no,no,si,sin mascotas,cocinar,si,no,no,no,relajada,pop,no,casa,no
6418,mañana,madrugador,primaria,si,si,si,con mascotas,cocinar,no,no,no,no,ordenada,rock,si,casa,no
6419,noche,madrugador,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,reggaeton,no,salir,si
6420,mañana,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
6421,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,rock,no,salir,no
6422,mañana,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,casa,si
6423,mañana,madrugador,primaria,no,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,clasica,no,casa,no
6424,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,relajada,pop,no,casa,no
6425,noche,madrugador,primaria,si,si,si,sin mascotas,pedir comida,no,no,no,no,ordenada,rock,no,salir,no
6426,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,rock,no,salir,no
6427,noche,nocturno,universitaria,no,si,si,sin mascotas,pedir comida,no,si,si,si,ordenada,clasica,si,salir,si
6428,noche,madrugador,primaria,si,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,reggaeton,no,casa,no
6429,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,no,si,si,si,relajada,clasica,si,casa,si
6430,mañana,madrugador,universitaria,si,no,no,sin mascotas,pedir comida,no,si,no,no,ordenada,pop,no,casa,no
6431,noche,nocturno,primaria,si,no,si,sin mascotas,cocinar,no,si,si,si,ordenada,rock,si,casa,no
6432,mañana,madrugador,primaria,no,no,si,sin mascotas,cocinar,no,no,si,si,ordenada,rock,no,casa,no
6433,noche,nocturno,universitaria,no,no,no,con mascotas,pedir comida,no,si,si,si,ordenada,reggaeton,si,casa,si
6434,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,si,casa,no
6435,noche,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,relajada,rock,no,casa,no
6436,noche,nocturno,primaria,no,si,no,sin mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,no
6437,noche,nocturno,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,no,relajada,clasica,si,salir,si
6438,mañana,madrugador,secundaria,no,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,rock,no,casa,no
6439,noche,nocturno,secundaria,no,no,si,sin mascotas,pedir comida,si,si,si,si,relajada,reggaeton,no,salir,si
6440,mañana,madrugador,universitaria,si,si,si,sin mascotas,pedir comida,no,no,no,si,ordenada,pop,no,casa,no
6441,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,reggaeton,no,casa,no
6442,noche,madrugador,secundaria,si,no,si,con mascotas,pedir comida,si,no,si,si,relajada,reggaeton,si,casa,si
6443,mañana,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,pop,si,salir,si
6444,noche,nocturno,primaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,rock,no,casa,no
6445,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,rock,no,casa,no
6446,mañana,madrugador,primaria,no,no,no,con mascotas,pedir comida,no,si,no,si,relajada,reggaeton,si,salir,si
6447,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,no,relajada,pop,no,casa,no
6448,noche,nocturno,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,no
6449,noche,nocturno,universitaria,no,si,no,sin mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
6450,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,si,no,no,si,ordenada,rock,si,casa,no
6451,mañana,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,reggaeton,si,salir,si
6452,noche,madrugador,secundaria,si,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,rock,no,casa,no
6453,noche,nocturno,universitaria,si,si,si,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
6454,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,clasica,si,salir,si
6455,noche,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,pop,no,casa,si
6456,noche,nocturno,secundaria,no,no,si,con mascotas,pedir comida,si,si,no,si,ordenada,reggaeton,si,salir,si
6457,mañana,madrugador,universitaria,si,no,si,con mascotas,pedir comida,no,no,si,no,ordenada,pop,no,casa,no
6458,noche,nocturno,secundaria,si,no,no,con mascotas,cocinar,si,no,si,si,relajada,reggaeton,si,salir,si
6459,mañana,nocturno,universitaria,si,si,si,con mascotas,cocinar,no,no,no,si,ordenada,rock,si,salir,no
6460,mañana,nocturno,secundaria,no,si,no,con mascotas,pedir comida,no,si,no,si,relajada,reggaeton,si,casa,no
6461,mañana,madrugador,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,si,casa,no
6462,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,pop,no,casa,no
6463,noche,nocturno,universitaria,si,no,si,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
6464,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,si,si,no,si,relajada,pop,si,casa,no
6465,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,si,si,no,relajada,rock,no,salir,si
6466,mañana,madrugador,primaria,no,no,si,sin mascotas,cocinar,no,no,no,no,relajada,rock,no,casa,no
6467,mañana,madrugador,secundaria,no,si,no,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,casa,si
6468,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,pop,no,casa,no
6469,mañana,madrugador,universitaria,si,si,no,con mascotas,cocinar,no,si,no,no,ordenada,pop,no,casa,no
6470,noche,nocturno,universitaria,no,no,no,con mascotas,pedir comida,si,si,no,si,relajada,pop,si,casa,no
6471,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,no,no,si,relajada,reggaeton,no,salir,si
6472,mañana,madrugador,primaria,no,no,si,sin mascotas,cocinar,no,si,no,no,relajada,pop,no,casa,no
6473,noche,nocturno,primaria,si,si,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
6474,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,si,ordenada,reggaeton,si,casa,si
6475,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,si,si,no,no,ordenada,rock,si,salir,no
6476,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,no,casa,si
6477,noche,madrugador,universitaria,si,no,no,sin mascotas,cocinar,no,no,no,si,relajada,pop,si,casa,no
6478,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,no,si,si,relajada,reggaeton,si,salir,si
6479,mañana,madrugador,primaria,no,no,si,con mascotas,cocinar,si,no,no,si,ordenada,reggaeton,no,casa,no
6480,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,rock,si,salir,si
6481,noche,madrugador,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,si,relajada,rock,no,casa,si
6482,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,reggaeton,no,casa,no
6483,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,no,si,si,ordenada,clasica,si,salir,si
6484,noche,madrugador,secundaria,no,no,si,sin mascotas,pedir comida,si,si,si,si,relajada,clasica,no,casa,si
6485,mañana,madrugador,primaria,si,si,si,con mascotas,pedir comida,no,no,si,no,ordenada,rock,no,casa,no
6486,noche,nocturno,secundaria,si,no,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
6487,mañana,nocturno,primaria,no,no,no,con mascotas,pedir comida,no,no,si,no,relajada,reggaeton,si,salir,no
6488,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,si,no,si,si,ordenada,pop,no,casa,no
6489,mañana,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,no,si,si,relajada,reggaeton,si,salir,si
